179
190
198
204
208
206
197
184
150
141
102
90
42
37
21
23
31
41
50
62
78
89
85
83
80
79
75
83
93
102
129
148
184
212
233
246
253
249
239
232
217
203
193
187
182
165
162
153
150
149
153
158
166
175
177
178
181
185
179
175
171
171
166
